[general]time_passed,[general]input_intensity,[general]input_diversity,[general]activity,[general]score,[general]bot_count,[general]bot_diversity,[general]bot_movement,[general]player_movement,[general]object_intensity,[general]object_diversity,[general]event_intensity,[general]event_diversity,[output]arousal,[control]player_id,[control]game,[control]genre,[control]session_id,player_int_id,arousal_label
0.0116406238333333,0.00675675675,0.0166666666666666,0.0357142499999999,0.0,0.2760415114166666,1.0,0.008319827,0.0080409850833333,0.0,0.0,0.0,0.0,0.3185358255,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,3
0.03613375725,0.0225225226666666,0.0833333333333333,0.1768162249999999,0.0,0.3888884374166666,1.0,0.1206505830833333,0.0100657705833333,0.0,0.0,0.0209156331666666,0.0277777778333333,0.2943925234166666,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,3
0.0610927659166666,0.2815315316666666,0.5666666666666665,1.0,0.01,0.3039639593333333,0.75,0.0920994550833333,0.0395988014166666,0.0,0.0,0.1536835343333333,0.2638888889166667,0.2897196260833333,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,3
0.0853414847499999,0.21171171175,0.3666666666666667,0.8980159166666667,0.0399999999999999,0.1031745709166666,0.5,0.22735098225,0.15975987025,0.0,0.0,0.12810550575,0.138888889,0.35552959525,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,3
0.1102641605833333,0.4166666665833332,0.6166666666666666,1.0,0.0689743666666666,0.1488424815833333,0.75,0.1896884915833333,0.1844094356666666,0.0,0.0,0.2893329536666666,0.3333333332500001,0.3839563861666666,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,4
0.1343155280833333,0.5123873874166667,0.6499999999999998,1.0,0.1012963,0.1173462773333333,0.5,0.138110745,0.2050139773333333,0.0,0.0,0.3471818936666667,0.4305555555833333,0.4042056074999999,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,5
0.1588874391666666,0.34234234225,0.5,1.0,0.12,0.0,0.0,0.0,0.1723699235833333,0.0,0.0,0.2717834123333333,0.2777777777499999,0.38045171325,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,4
0.1832567694166667,0.4099099097500001,0.5833333333333334,1.0,0.1407142833333333,0.4642852305,0.8333333333333334,0.2768995728333333,0.1370132281666666,0.0,0.0,0.2962629115,0.3749999999166666,0.382788162,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,4
0.2080627048333333,0.36936936925,0.5000000000000001,1.0,0.2124073333333334,0.14761034875,0.75,0.2072611376666666,0.1838515360833333,0.0,0.0,0.2705284883333333,0.3055555556666666,0.4096573208333332,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,5
0.2316672804999999,0.6069819820833332,0.5999999999999999,1.0,0.24,0.0,0.0,0.0,0.1954884385833334,0.0,0.0,0.24945450125,0.2499999999999999,0.4338006228333333,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,5
0.2566112805,0.3963963963333334,0.5,0.91984125,0.24,0.0,0.0,0.0,0.2094112904166667,0.0,0.0,0.1186429987499999,0.1111111113333333,0.3785046729166665,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,4
0.2817594910833332,0.4921171169166665,0.5499999999999999,1.0,0.24,0.0,0.0,0.0,0.1100664468333333,0.0,0.0,0.1812688709999999,0.1666666669999999,0.355529595,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,3
0.3052252550833332,0.3738738738333333,0.5333333333333333,1.0,0.247619,0.1924447025833333,0.75,0.1208151109166666,0.1128114230833333,0.0,0.0,0.2039585921666666,0.3194444444166667,0.4049844235833333,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,5
0.3298983550833333,0.3772522521666666,0.5499999999999999,0.9717261666666668,0.285,0.086453512,0.5,0.0098398395833333,0.1917769650833334,0.0,0.0,0.4366550429166666,0.4583333332500001,0.4357476634166666,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,5
0.354428908,0.4549549549166667,0.6,1.0,0.3387036666666667,0.1122739558333333,0.5,0.1439258171666666,0.13272537275,0.0,0.0,0.6781659620833334,0.7222222222500001,0.46105919025,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,5
0.378994164,0.48873873875,0.6333333333333332,1.0,0.3599999999999999,0.06143899975,0.25,0.03122989275,0.1496121387499999,0.0,0.0,0.4450077171666666,0.4444444443333333,0.4423676010833333,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,5
0.40332512425,0.527027027,0.5833333333333333,1.0,0.3984210000000001,0.010690778,0.0833333333333333,0.04550882225,0.1818269776666666,0.0,0.0,0.2064208030833333,0.2222222224166666,0.379283489,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,4
0.427457035,0.5540540540833333,0.5166666666666665,1.0,0.4000000000000001,0.0188078510833333,0.0833333333333333,0.0,0.1781333564166666,0.0,0.0,0.1448373777499999,0.1388888891666666,0.3644859811666666,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,4
0.4527949912499999,0.4054054054166667,0.55,0.98498775,0.4000000000000001,0.0176277520833333,0.25,0.0,0.0969054805833333,0.0,0.0,0.1527419695,0.2083333334166667,0.335280374,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,3
0.4763002119166666,0.5968468470833334,0.5166666666666666,1.0,0.4000000000000001,0.0462135943333333,0.25,0.0,0.1423336015,0.0,0.0,0.1865558797499999,0.1805555558333333,0.3298286606666666,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,3
0.5011002389166667,0.4605855856666666,0.5666666666666665,0.9944444416666668,0.4242221666666667,0.0962962210833333,0.4166666666666667,0.0528863079166666,0.1042054160833333,0.0,0.0,0.1873512226666666,0.25,0.3528037383333333,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,3
0.5259621335,0.6475225226666667,0.6499999999999999,1.0,0.4400000000000001,0.0,0.0,0.0,0.1446017033333333,0.0,0.0,0.1812688709999999,0.1666666669999999,0.3442367603333333,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,3
0.5494299349166666,0.5135135135833333,0.5499999999999999,1.0,0.4400000000000001,0.0,0.0,0.0,0.2039282491666666,0.0,0.0,0.1189576965833333,0.12500000025,0.3263239875833333,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,3
0.5746047669166666,0.6092342341666667,0.6166666666666666,1.0,0.4400000000000001,0.0,0.0,0.0,0.1603107535833333,0.0,0.0,0.1812688709999999,0.1666666669999999,0.2951713395833333,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,3
0.5990231295833334,0.3930180180833333,0.4666666666666667,0.7855392499999999,0.4400000000000001,0.0,0.0,0.0,0.0619248328333333,0.0,0.0,0.08587072,0.1666666667499999,0.2764797505833333,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,3
0.6229399639166667,0.0912162163333333,0.1999999999999999,0.3021855,0.4400000000000001,0.0,0.0,0.0,0.0227125950833333,0.0,0.0,0.0270150890833333,0.0972222224166666,0.1347352023333333,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,1
0.6481784970833334,0.5968468469166667,0.5999999999999999,1.0,0.4400000000000001,0.0,0.0,0.0,0.1774358284166667,0.0,0.0,0.2098019357499999,0.2083333334999999,0.0288161994166666,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,0
0.6721914942499999,0.3749999998333332,0.3833333333333333,0.7375014166666666,0.4400000000000001,0.067708291,0.25,0.0,0.0856094759999999,0.0,0.0,0.0664559053333333,0.0972222224166666,0.36993769475,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,4
0.6966639828333334,0.2263513513333333,0.4000000000000001,0.64734525,0.4713725,0.0584149895,0.25,0.0762228739166666,0.04843497575,0.0,0.0,0.15037075,0.1944444445833333,0.5147975080833335,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,5
0.7213708346666666,0.4256756756666667,0.4833333333333332,0.9083333333333332,0.4929823333333332,0.4089050395833333,0.6666666666666666,0.1500907801666666,0.0745611823333333,0.0,0.0,0.1111204649166666,0.25,0.6140965731666667,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,7
0.7452200967500001,0.3783783783333332,0.5166666666666666,0.8974171666666667,0.5565000000000002,0.2103112505,0.9166666666666666,0.2848026973333333,0.1205422754166666,0.0,0.0,0.3405273789166667,0.4305555555833333,0.6974299063333335,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,8
0.770621143,0.3412162160833332,0.4000000000000001,1.0,0.5975926666666665,0.0279148193333333,0.1666666666666666,0.0482890171666666,0.1451064153333333,0.0,0.0,0.2187412554999999,0.236111111,0.6359034264999998,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,7
0.7943006254166667,0.4763513512499999,0.5333333333333333,1.0,0.6254386666666666,0.1596556220833333,0.75,0.2256107726666667,0.0693543679166666,0.0,0.0,0.2619756128333333,0.34722222225,0.6304517129166666,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,7
0.8191549816666667,0.3626126125,0.4666666666666668,1.0,0.6869839999999999,0.3904199765,0.9166666666666666,0.1842999195833333,0.1021219441666666,0.0,0.0,0.3863568006666666,0.4722222223333334,0.6627725853333333,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0,7
