[general]time_passed,[general]input_intensity,[general]input_diversity,[general]activity,[general]score,[general]bot_count,[general]bot_diversity,[general]bot_movement,[general]player_movement,[general]object_intensity,[general]object_diversity,[general]event_intensity,[general]event_diversity,[output]arousal,[control]player_id,[control]game,[control]genre,[control]session_id,player_int_id
0.011640623833333334,0.00675675675,0.016666666666666666,0.035714249999999996,0.0,0.2760415114166666,1.0,0.008319827,0.008040985083333334,0.0,0.0,0.0,0.0,0.3185358255,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.03613375725,0.022522522666666666,0.08333333333333333,0.17681622499999997,0.0,0.3888884374166666,1.0,0.12065058308333336,0.010065770583333333,0.0,0.0,0.020915633166666666,0.027777777833333333,0.29439252341666666,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.06109276591666666,0.28153153166666667,0.5666666666666665,1.0,0.01,0.30396395933333337,0.75,0.09209945508333334,0.03959880141666666,0.0,0.0,0.15368353433333334,0.2638888889166667,0.28971962608333335,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.08534148474999999,0.21171171175,0.36666666666666675,0.8980159166666667,0.039999999999999994,0.10317457091666667,0.5,0.22735098225000003,0.15975987025,0.0,0.0,0.12810550575000001,0.138888889,0.35552959525,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.11026416058333333,0.41666666658333323,0.6166666666666666,1.0,0.06897436666666666,0.14884248158333332,0.75,0.18968849158333334,0.18440943566666668,0.0,0.0,0.2893329536666666,0.3333333332500001,0.38395638616666666,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.13431552808333333,0.5123873874166667,0.6499999999999998,1.0,0.1012963,0.11734627733333335,0.5,0.138110745,0.2050139773333333,0.0,0.0,0.3471818936666667,0.43055555558333336,0.40420560749999995,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.15888743916666667,0.34234234225,0.5,1.0,0.12000000000000004,0.0,0.0,0.0,0.17236992358333333,0.0,0.0,0.2717834123333333,0.27777777774999995,0.38045171325000005,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.1832567694166667,0.4099099097500001,0.5833333333333334,1.0,0.14071428333333333,0.46428523050000003,0.8333333333333334,0.27689957283333333,0.13701322816666667,0.0,0.0,0.2962629115,0.37499999991666666,0.38278816200000004,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.20806270483333336,0.36936936925,0.5000000000000001,1.0,0.2124073333333334,0.14761034875,0.75,0.20726113766666665,0.18385153608333335,0.0,0.0,0.2705284883333333,0.30555555566666665,0.4096573208333332,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.23166728049999996,0.6069819820833332,0.5999999999999999,1.0,0.24000000000000007,0.0,0.0,0.0,0.1954884385833334,0.0,0.0,0.24945450125,0.24999999999999997,0.43380062283333337,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.2566112805,0.3963963963333334,0.5,0.91984125,0.24000000000000007,0.0,0.0,0.0,0.2094112904166667,0.0,0.0,0.11864299874999999,0.11111111133333333,0.37850467291666656,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.28175949108333326,0.49211711691666654,0.5499999999999999,1.0,0.24000000000000007,0.0,0.0,0.0,0.11006644683333333,0.0,0.0,0.18126887099999997,0.16666666699999996,0.355529595,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.30522525508333326,0.3738738738333333,0.5333333333333333,1.0,0.24761900000000003,0.19244470258333335,0.75,0.12081511091666668,0.11281142308333335,0.0,0.0,0.20395859216666667,0.3194444444166667,0.4049844235833333,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.32989835508333337,0.37725225216666664,0.5499999999999999,0.9717261666666667,0.28500000000000003,0.086453512,0.5,0.009839839583333334,0.1917769650833334,0.0,0.0,0.4366550429166666,0.4583333332500001,0.43574766341666665,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.354428908,0.4549549549166667,0.6,1.0,0.3387036666666667,0.11227395583333333,0.5,0.14392581716666666,0.13272537275,0.0,0.0,0.6781659620833334,0.7222222222500001,0.46105919025000003,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.378994164,0.48873873875,0.6333333333333332,1.0,0.35999999999999993,0.06143899975,0.25,0.031229892750000002,0.14961213874999998,0.0,0.0,0.44500771716666665,0.44444444433333335,0.44236760108333334,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.40332512425,0.527027027,0.5833333333333333,1.0,0.3984210000000001,0.010690778,0.08333333333333333,0.04550882225,0.18182697766666667,0.0,0.0,0.20642080308333333,0.22222222241666664,0.37928348900000003,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.427457035,0.5540540540833333,0.5166666666666665,1.0,0.4000000000000001,0.018807851083333334,0.08333333333333333,0.0,0.17813335641666664,0.0,0.0,0.14483737774999997,0.13888888916666664,0.3644859811666666,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.45279499124999995,0.4054054054166667,0.55,0.98498775,0.4000000000000001,0.017627752083333333,0.25,0.0,0.09690548058333333,0.0,0.0,0.1527419695,0.2083333334166667,0.33528037400000005,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.47630021191666666,0.5968468470833334,0.5166666666666666,1.0,0.4000000000000001,0.04621359433333333,0.25,0.0,0.1423336015,0.0,0.0,0.18655587974999996,0.1805555558333333,0.32982866066666666,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.5011002389166667,0.4605855856666666,0.5666666666666665,0.9944444416666668,0.42422216666666673,0.09629622108333334,0.4166666666666667,0.052886307916666674,0.10420541608333334,0.0,0.0,0.18735122266666668,0.25000000000000006,0.35280373833333334,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.5259621335,0.6475225226666667,0.6499999999999999,1.0,0.4400000000000001,0.0,0.0,0.0,0.14460170333333333,0.0,0.0,0.18126887099999997,0.16666666699999996,0.34423676033333334,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.5494299349166666,0.5135135135833333,0.5499999999999999,1.0,0.4400000000000001,0.0,0.0,0.0,0.20392824916666666,0.0,0.0,0.11895769658333333,0.12500000025,0.32632398758333336,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.5746047669166666,0.6092342341666667,0.6166666666666666,1.0,0.4400000000000001,0.0,0.0,0.0,0.16031075358333335,0.0,0.0,0.18126887099999997,0.16666666699999996,0.2951713395833333,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.5990231295833334,0.3930180180833333,0.46666666666666673,0.7855392499999999,0.4400000000000001,0.0,0.0,0.0,0.06192483283333334,0.0,0.0,0.08587072,0.16666666674999997,0.27647975058333335,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.6229399639166667,0.09121621633333334,0.19999999999999998,0.3021855,0.4400000000000001,0.0,0.0,0.0,0.022712595083333332,0.0,0.0,0.027015089083333332,0.09722222241666667,0.13473520233333333,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.6481784970833334,0.5968468469166667,0.5999999999999999,1.0,0.4400000000000001,0.0,0.0,0.0,0.1774358284166667,0.0,0.0,0.20980193574999997,0.20833333349999997,0.02881619941666667,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.6721914942499999,0.37499999983333326,0.38333333333333336,0.7375014166666666,0.4400000000000001,0.067708291,0.25,0.0,0.08560947599999998,0.0,0.0,0.06645590533333333,0.09722222241666667,0.36993769475,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.6966639828333334,0.2263513513333333,0.4000000000000001,0.64734525,0.4713725,0.05841498950000001,0.25,0.07622287391666667,0.04843497575,0.0,0.0,0.15037075,0.19444444458333332,0.5147975080833335,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.7213708346666666,0.4256756756666667,0.4833333333333332,0.9083333333333333,0.49298233333333324,0.4089050395833333,0.6666666666666666,0.15009078016666666,0.07456118233333334,0.0,0.0,0.11112046491666668,0.25,0.6140965731666667,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.7452200967500001,0.37837837833333327,0.5166666666666666,0.8974171666666667,0.5565000000000002,0.2103112505,0.9166666666666666,0.28480269733333335,0.12054227541666666,0.0,0.0,0.3405273789166667,0.43055555558333336,0.6974299063333335,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.770621143,0.34121621608333325,0.4000000000000001,1.0,0.5975926666666665,0.02791481933333333,0.16666666666666666,0.04828901716666667,0.14510641533333332,0.0,0.0,0.21874125549999998,0.23611111100000004,0.6359034264999998,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.7943006254166667,0.47635135124999994,0.5333333333333333,1.0,0.6254386666666666,0.1596556220833333,0.75,0.2256107726666667,0.06935436791666667,0.0,0.0,0.26197561283333337,0.34722222225000005,0.6304517129166666,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.8191549816666667,0.3626126125,0.4666666666666668,1.0,0.6869839999999999,0.39041997650000004,0.9166666666666666,0.18429991958333333,0.10212194416666669,0.0,0.0,0.3863568006666666,0.4722222223333334,0.6627725853333333,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.8431502540833332,0.40427927925,0.6333333333333332,1.0,0.7454166666666665,0.5658199066666666,1.0,0.20329802875,0.10778985425000003,0.0,0.0,0.41531654616666663,0.5416666668333333,0.7457165108333333,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.8680100432499999,0.44481981983333335,0.6,1.0,0.7818955000000001,0.21680418225,0.9166666666666666,0.22243557383333332,0.12618199933333332,0.0,0.0,0.388574969,0.5138888890000001,0.7943925235833332,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
0.8919706805833335,0.4177927926666667,0.4666666666666666,1.0,0.84,0.20516246366666668,0.9166666666666666,0.09247809658333334,0.15136053116666667,0.0,0.0,0.15121781566666667,0.22222222241666667,0.9061526477499999,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,Heist!,Shooter,58DFAAA7-CA39-6D86-85B8-3D92D16D053D,0
